Wall time,Step,Value
1651660618.9273312,14002,6.320115566253662
1651660766.4184256,15782,-2.0031163692474365
1651660884.0088382,17374,-0.7759943008422852
1651660923.7186356,17891,-0.718651294708252
1651661236.0052307,21853,-0.41021689772605896
1651661251.6653066,22074,-0.7675011157989502
1651661847.6277974,30502,-0.11123652756214142
1651661885.9838872,31064,-0.6854379773139954
1651661974.255743,32337,-0.5620655417442322
1651662068.0911446,33694,0.22431829571723938
1651662262.5335217,36530,-0.4118708074092865
1651662266.134854,36576,-0.7690016031265259
1651662279.5460641,36782,-0.5166142582893372
1651662460.456507,39417,-0.6423268914222717
1651662532.4392538,40435,-0.6117514967918396
1651662555.2383657,40772,-0.7579416632652283
1651662654.9909601,42221,-0.7480562925338745
1651662701.228017,42864,-0.8398634791374207
1651662749.629768,43555,1.3690563440322876
1651662787.186377,44131,-0.7173280119895935
1651663318.4321396,52057,13.240128517150879
1651663713.0998828,57980,-0.43803757429122925
1651664023.3351393,62590,-9.031879425048828
1651664390.1322842,67822,5.748904228210449
1651665734.018862,86943,4.342807769775391
1651665901.0608852,89285,-0.29904136061668396
1651666080.7766533,91860,-0.7221417427062988
1651666110.0516062,92287,-0.713007926940918
1651666113.8613882,92342,-0.7412338852882385
1651666145.0498557,92808,-0.6134454011917114
1651666158.8147612,93023,-0.40723323822021484
1651666221.2462485,93964,0.3143167495727539
1651666593.1572871,99483,-0.3166268765926361
1651666676.5408294,100692,-0.3912214934825897
1651666766.2783334,101992,-0.24650201201438904
1651666789.583693,102329,-0.5137563943862915
1651667688.0830362,115343,-8.639337539672852
1651667796.9543183,116828,8.067134857177734
1651669166.026391,135576,-1.0131651163101196
1651670504.596207,155025,-0.6398845314979553
1651671666.6159427,172096,0.7970293164253235
1651673113.2850468,193156,0.11870419979095459
1651673212.281864,194691,7.127386093139648
1651673679.0104635,202029,1.9816889762878418
1651673772.2929442,203546,6.963196754455566
1651674701.6163712,218405,-0.21849492192268372
1651674736.630558,219016,-0.2540212869644165
1651674892.652662,221679,-0.5654372572898865
1651674931.0301263,222339,-0.33746007084846497
1651675057.8351257,224544,0.6129217147827148
1651675176.8531163,226592,-0.07339638471603394
1651675350.0682738,229571,0.17068172991275787
1651675524.7789047,232498,-0.2220524251461029
1651675596.7682488,233725,-0.5222820043563843
1651675702.9252245,235535,0.607414722442627
1651676055.8650045,241464,-0.23575176298618317
1651676335.130015,246211,-0.5476891398429871
1651676505.764658,249034,0.7472115755081177
1651676550.065478,249808,-0.5923860669136047
1651676649.1041706,251388,0.10321474075317383
1651676693.6172361,252129,-9.54862117767334
