Wall time,Step,Value
1652185991.0237582,12437,-0.1439635455608368
1652186008.2003067,12775,0.17064598202705383
1652186185.4030223,16108,-0.47701895236968994
1652186231.872472,16994,-0.6099714040756226
1652186348.5467637,19179,-0.48619019985198975
1652186361.7281601,19424,-0.663434624671936
1652186454.153297,21147,-0.783096969127655
1652186460.9529674,21274,-0.7057151794433594
1652186499.8465037,21999,-0.7984114289283752
1652186530.8088903,22572,-0.29769033193588257
1652186671.1936014,25175,-0.5822085738182068
1652186672.9034264,25206,-0.782001793384552
1652186685.982053,25448,-0.4330935478210449
1652187069.8804243,32570,-0.5736536383628845
1652187137.9711506,33826,-0.5671247839927673
1652187176.3854487,34546,-0.5931797027587891
1652187250.8605425,35927,-0.819982647895813
1652187326.258515,37329,-0.14158199727535248
1652187349.1741107,37757,-0.8106011748313904
1652187361.8404882,38003,-0.7792129516601562
1652187471.2577722,39991,-0.7410520315170288
1652187487.4104826,40291,-0.7255560159683228
1652187505.8575625,40634,-0.6032702922821045
1652187519.1529634,40885,-0.4037621021270752
1652187586.3926876,42131,-0.4145217835903168
1652187596.3886876,42321,-0.8258994221687317
1652187674.9100842,43817,-0.7157177329063416
1652187694.1163986,44181,-0.6397844552993774
1652187696.5514338,44226,-0.4765121042728424
1652187715.954976,44592,-0.7471095323562622
1652187730.4950898,44874,-0.13990092277526855
1652187767.3410819,45575,-0.6730861663818359
1652187921.6670227,48477,-0.4709005355834961
1652187964.50646,49278,-0.7398560643196106
1652187965.5731966,49299,-0.7278637886047363
1652187971.713922,49409,-0.8232837319374084
1652188010.8632858,50150,-0.5869557857513428
1652188020.5926654,50330,-0.5236267447471619
1652188085.2614367,51534,-0.7450803518295288
1652188088.6739397,51599,-0.7440013289451599
1652188143.195443,52616,-0.6488452553749084
1652188167.0865262,53062,-0.6882771849632263
1652188242.172341,54483,-0.6267693638801575
1652188274.602041,55092,-0.43110498785972595
1652188395.9714477,57358,-0.787092924118042
1652188471.3892798,58766,-0.61512690782547
1652188477.7207043,58887,-0.5064207315444946
1652188496.085965,59233,-0.6851177215576172
1652188501.5697265,59335,-0.5669566988945007
1652188561.84732,60460,-0.6223958134651184
1652188570.26198,60615,-0.6951834559440613
1652188595.1686316,61074,-0.7350131869316101
1652188613.3465862,61414,-19.133146286010742
1652188624.0026906,61607,-0.7801874876022339
1652188658.1055987,62238,-0.6336964964866638
1652188689.6699078,62822,-0.7308262586593628
1652188745.1966267,63864,-0.0454418919980526
1652188808.4483197,65052,-0.5662341713905334
1652188844.737499,65737,-0.18488535284996033
1652188901.926146,66826,-0.4944608509540558
1652188937.5783892,67468,-0.6349014639854431
1652189003.5216413,68707,-0.6046234369277954
1652189082.6248794,70163,-0.7242347002029419
1652189112.905982,70722,-0.8452090620994568
1652189126.547746,70974,-0.357889860868454
1652189155.79791,71534,-0.5647444128990173
