Wall time,Step,Value
1651660610.4687574,14672,-0.021237442269921303
1651660615.815433,14760,-0.7239434123039246
1651660664.5738413,15638,-0.16167421638965607
1651660719.5047863,16617,0.19635345041751862
1651660841.9917142,18765,-0.4336307942867279
1651660859.866982,19083,-0.8237950801849365
1651661016.752176,21797,0.03358287736773491
1651661022.5957227,21898,-0.7682318091392517
1651661060.2410264,22548,-0.6427597403526306
1651661096.8108196,23198,-0.5468868017196655
1651661165.6350975,24399,-0.8176822066307068
1651661168.1951551,24442,-0.5569526553153992
1651661183.9723206,24718,-0.8362502455711365
1651661355.13179,27705,-0.6986260414123535
1651661451.8032753,29407,-0.6111896634101868
1651661488.7085695,30042,-0.12570764124393463
1651661616.1079419,32320,0.3976728916168213
1651661710.4142666,33979,-0.8272727131843567
1651661725.918867,34251,-0.6982085108757019
1651661821.4855492,35939,-0.3519833981990814
1651661849.761612,36440,-0.4836789071559906
1651661899.7476985,37322,-0.5766022801399231
1651661982.4788716,38790,-0.3903489112854004
1651661995.0682142,39008,-0.7760983109474182
1651662089.8356373,40709,-0.5361447930335999
1651662117.3297763,41180,-0.6562803387641907
1651662156.8745341,41878,-0.4759174883365631
1651662167.9759223,42059,-0.12694835662841797
1651662223.7125247,43009,-0.49574658274650574
1651662503.9223938,47945,-0.3854883909225464
1651662602.8200083,49730,0.28047603368759155
1651662710.511797,51617,-0.7474653124809265
1651662804.9233067,53295,-0.3158431947231293
1651662993.7472024,56619,-0.31811875104904175
1651663171.5632374,59757,-0.2437392771244049
1651663330.4409583,62574,-0.4849579632282257
1651663337.3121903,62694,0.16933070123195648
1651663360.8406985,63100,-0.6793332099914551
1651663369.2787163,63252,-0.6368050575256348
1651663471.3650656,65048,-0.7340783476829529
1651663488.7876308,65356,-0.35585424304008484
1651663586.7799926,67089,-0.674111545085907
1651663649.6082146,68200,0.49058499932289124
1651663758.282384,70085,-0.47572413086891174
1651663806.7712264,70964,-0.6265254020690918
1651663831.8431344,71414,-0.49129027128219604
1651663873.0542603,72161,-0.7913070917129517
1651664099.2202454,76165,-0.6672889590263367
1651664370.3058734,80679,0.3449605405330658
1651664446.113982,82024,-0.679257869720459
1651664465.4153845,82379,0.6982830166816711
1651664499.9217055,82994,0.31608009338378906
1651664504.06117,83057,-0.7366206049919128
1651664624.5126886,85175,-0.7703658938407898
1651664712.3906841,86741,-0.820804238319397
1651664742.2619667,87250,-0.6539455056190491
1651664747.558471,87339,-0.6741008162498474
1651664759.6335716,87549,-0.7209898829460144
1651664808.6621954,88403,-0.8201198577880859
1651664827.787429,88727,-0.6352875232696533
1651664845.9552135,89037,-0.7556353211402893
1651664991.0099955,91602,-0.6764264702796936
1651665096.067274,93494,-19.775169372558594
1651665296.9215472,96954,-0.6689832806587219
1651665314.0248432,97267,-0.5377318859100342
1651665366.2667499,98184,-0.5652841925621033
1651665375.2714,98341,-0.7219529747962952
1651665404.2991734,98853,-0.6286276578903198
1651665410.5304601,98960,-0.7946673035621643
1651665472.6096003,100032,0.03871876373887062
1651665493.8815246,100410,-0.7295435070991516
1651665587.8815787,102041,-0.7479709386825562
1651665657.009712,103235,-0.3451560437679291
1651665683.5469482,103714,-0.17927829921245575
1651665688.5768197,103807,-0.060901153832674026
1651665695.84053,103924,-0.7051109075546265
1651665725.1510015,104440,-0.7945528626441956
1651665726.145415,104457,-0.667626678943634
1651665744.128777,104771,-0.65433669090271
1651665750.6000214,104887,-0.6645975708961487
1651665791.1383765,105614,-0.8007804155349731
1651665816.877753,106090,-0.25078046321868896
1651665881.6251643,107248,4.754791736602783
1651666761.5796316,122443,-0.08870620280504227
1651666869.250692,124313,0.8045825958251953
1651667080.3598323,127857,7.143246173858643
1651667538.7343009,135754,0.07441584765911102
1651667782.1074374,140030,-0.27231401205062866
1651667981.6286914,143589,-0.6269233226776123
1651667988.0009522,143709,-0.2329978197813034
1651668123.0313947,146110,-0.45136934518814087
1651668330.404901,149831,-0.13483324646949768
1651668542.466816,153616,-0.2154284566640854
1651668563.3972387,153985,-0.5752445459365845
1651668569.7281132,154095,0.3313857913017273
1651668572.912383,154154,-0.03183919936418533
1651668695.0521142,156296,-0.011652754619717598
1651669034.290394,162268,-0.5154499411582947
1651669306.9835167,167216,-0.3077585697174072
1651669311.6392071,167303,-0.4007301926612854
1651669405.8628452,168973,-0.3891577124595642
1651669522.53634,171004,-0.5752367973327637
1651669613.3412855,172624,-0.7112423181533813
1651669649.5023017,173262,-0.6878542304039001
1651669661.3172152,173478,-0.6317200660705566
1651669862.7633972,177126,-0.5932186245918274
1651669923.2783008,178246,-0.7063285708427429
1651669978.086676,179254,-0.5895195603370667
1651670067.1030161,180831,-0.6785938143730164
1651670178.5891767,182825,-0.32272061705589294
1651670389.8942344,186607,-0.26510295271873474
1651670471.9699042,188159,0.549621045589447
1651670484.2941546,188370,-0.6598546504974365
1651670764.4075594,193440,0.7381212115287781
1651670769.846096,193526,-0.48634374141693115
1651670979.405247,197314,-0.7547892928123474
1651671208.2801492,201477,-0.056262608617544174
1651671245.0733027,202144,-0.7496876120567322
1651671291.6097984,203006,0.02491924911737442
1651671863.4674413,213628,-0.46704885363578796
1651671878.4808736,213930,0.40051785111427307
1651671901.7963166,214376,-0.2536413073539734
1651672264.054097,220771,-0.7724592685699463
1651672289.1812851,221209,-0.8159415125846863
1651672352.238071,222341,-0.4484679102897644
1651672370.1341856,222655,-0.7271090149879456
1651672439.2915702,223890,-0.3414502441883087
1651672587.503534,226518,-0.5282018780708313
1651672591.4945502,226592,-0.8261353373527527
1651672711.904153,228736,-0.3309840261936188
1651672714.4482305,228776,-0.7221354842185974
1651672832.8862057,230939,-0.7221906185150146
1651672901.8278701,232177,-0.3348681926727295
1651673154.1391315,236700,-0.14525361359119415
1651673412.6876242,241283,-0.7387948036193848
1651673467.6927898,242241,0.1229424923658371
1651673522.3118207,243190,0.2291029840707779
1651673802.089396,248020,-0.40545517206192017
1651674229.4004786,255470,3.7974865436553955
1651674374.343265,258024,0.22229379415512085
1651674820.9336786,265843,0.1849229782819748
1651674870.5457203,266723,-0.15947508811950684
1651675043.6918185,269714,-0.4490836262702942
1651675556.6237655,279002,0.5144616365432739
1651675627.0103803,280303,-0.32865041494369507
1651675642.2035513,280595,-0.4260060489177704
1651675805.4060435,283651,-0.24651272594928741
1651675834.374495,284208,-0.18856777250766754
1651675971.8959737,286735,-0.4994584918022156
1651676052.1848643,288235,0.03903806954622269
1651676264.7170777,292190,-0.7427034378051758
1651676304.5152414,292909,-0.6306174397468567
1651676494.0082664,296318,-0.7399671673774719
1651676513.7379057,296667,-0.4700517952442169
1651676660.6226218,299247,6.6865010261535645
1651676681.2373261,299611,-0.5888226628303528
1651676693.7341568,299833,-0.8103137016296387
1651676714.371338,300193,-0.7523998618125916
1651676807.2435653,301872,-0.7579388618469238
1651676842.3162699,302503,-0.7242899537086487
1651676849.9470298,302641,-0.5769217610359192
1651676939.158475,304238,-0.6681616306304932
1651677214.256859,309169,-0.312437504529953
1651677295.7816045,310637,-0.34082919359207153
1651677345.617024,311524,-0.5986820459365845
1651677470.9493868,313739,-0.4614075720310211
1651677530.806105,314794,-0.7583482265472412
